Question;Answer;Description
秘密;ひみつ;rahasia (2011-7, 2019-12)
実験;じっけん;eksperimen (2011-7)
やり直し;やりなおし;redo,mencoba lagi (2011-7, 2012-7)
途中;とちゅう;ditengah (2011-7)
指示;しじ;perintah (2011-7)
秘書;ひしょ;sekretaris (2011-7)
見送る;みおくる;mengantar sampai akhir(ketika pulang) (2011-7, 2012-7)
植える;うえる;plant,menumbuhkan tanaman (2011-7)
正直;しょうじき;kejujuran (2011-7)
距離;きょり;jarak (2011-7, 2018-7)
派手;はで;menyolok (2011-12, 2015-12, 2016-7)
清潔;せいけつ;kebersihan,higienis (2011-12, 2015-7, 2019-12)
合わせて;あわせて;bersama,bergabung (2011-12)
出国;しゅっこく;departure from country (2011-12)
冗談;じょうだん;bercanda (2011-12, 2016-12, 2019-7)
感想;かんそう;kesan (2011-12, 2019-7)
せっかく;せっかく;semua usaha (2011-12, 2020-12)
早速;さっそく;segera melakukan (2011-12, 2013-7, 2013-12, 2019-7, 2021-7, 2021-12)
なるべく;なるべく;sebanyak mungkin (2011-12, 2013-7, 2017-12, 2019-7, 2021-12, 2023-12)
会計;かいけい;akuntansi (2011-12, 2018-7)
借金;しゃっきん;hutang (2011-12)
前後;ぜんご;sebelum sesudah (2011-12, 2015-7)
上下;じょうげ;atas bawah (2011-12)
大小;だいしょう;ukuran (2011-12)
多少;たしょう;agak (2011-12, 2018-7)
影響;えいきょう;impact (2011-12, 2015-7, 2017-12)
制限;せいげん;limit (2011-12, 2014-12)
中身;なかみ;contents (2011-12, 2016-12)
しっかり;しっかり;dengan tegas (2011-12, 2015-7, 2018-7, 2020-12, 2023-7)
はっきり;はっきり;dengan jelas (2011-12, 2017-12, 2018-7, 2020-12, 2023-7, 2023-12)
翌年;よくねん;tahun selanjutnya (2011-12)
資料;しりょう;material,dokumen (2011-12)
楽;らく;mudah (2011-12)
誘い;さそい;mengundang (2011-12, 2016-7, 2017-12)
夢;ゆめ;mimpi (2011-12, 2017-12)
受け入る;うけはいる;menerima (2011-12)
壊れる;こわれる;rusak (2011-12, 2012-12, 2021-7)
探す;さがす;mencari (2011-12, 2012-7, 2012-12, 2015-7, 2018-12)
試食;ししょく;pengecapan(makanan) (2012-7)
食欲;しょくよく;nafsu makan (2012-7, 2015-7)
意志;いし;will (2012-7, 2021-12)
関わり;かかわり;keterlibatan (2012-7)
指導;しどう;guidance,leadership (2012-7, 2014-7, 2018-12)
競争;きょうそう;berkompetisi (2012-7, 2017-7, 2018-12, 2020-12)
頼む;たのむ;minta bantuan (2012-7)
伸ばす;のばす;scretch,meregangkan (2012-7, 2016-12)
孫;まご;cucu (2012-7)
振る;ふる;menggoyang,melambai (2012-7, 2014-12, 2018-12, 2021-12, 2023-12)
叩く;たたく;memukul (2012-7, 2022-7)
握る;にぎる;menggenggam (2012-7, 2013-7, 2014-12, 2018-7)
触る;さわる;menyentuh (2012-7, 2017-7, 2021-12, 2022-7)
内緒;ないしょ;rahasia (2012-7, 2016-12)
緊張;きんちょう;gugup (2012-7, 2014-12, 2017-7, 2019-7, 2019-12, 2020-12)
胸;むね;dada (2012-7)
暗記;あんき;menghafal (2012-7, 2023-7)
教科書;きょうかしょ;buku pelajaran (2012-7)
通り過ぎる;とおりすぎる;lewat (2012-7)
看板;かんばん;billboard (2012-7)
とうとう;とうとう;akhirnya (2012-7)
訪問;ほうもん;call/visit (2012-7, 2020-12)
就職;しゅうしょく;mencari pekerjaan (2012-7, 2016-7, 2018-7, 2019-12)
活動;かつどう;kegiatan,aktivitas (2012-7, 2012-12, 2015-12, 2016-7, 2018-7, 2023-7)
招待;しょうたい;undangan (2012-7)
突然;とつぜん;tiba-tiba (2012-7, 2013-12, 2018-12, 2019-12, 2020-12)
翻訳;ほんやく;terjemahkan (2012-7)
幅;はば;lebar (2012-7)
想像;そうぞう;imajinasi (2012-12, 2018-7, 2023-12)
観祭;みさい;festival (2012-12)
工夫;くふう;cerdik (2012-12, 2021-7)
離す;はなす;melepas (2012-12, 2014-7, 2014-12, 2022-7)
むく;むく;mengupas (2012-12, 2022-7)
破る;やぶる;merobek (2012-12, 2014-7, 2015-12, 2016-12, 2022-7)
溶ける;とける;meleleh/mencair (2012-12, 2019-12, 2021-7)
焦げる;こげる;gosong (2012-12)
枯れる;かれる;layu (2012-12, 2017-7, 2019-12, 2021-7)
はらはら;はらはら;gugup,cemas (2012-12)
悔しい;くやしい;menyesal (2012-12, 2014-12, 2022-7)
価値;かち;value (2012-12)
しつこい;しつこい;gigih,terus-menerus (2012-12)
廊下;ろうか;koridor (2012-12, 2013-12, 2019-12)
積極;せっきょく;proaktif,agresif (2012-12, 2014-7, 2015-7, 2018-7, 2018-12, 2019-7)
間接;かんせつ;tidak langsung (2012-12)
片方;かたほう;1 sisi (2012-12)
怒る;おこる;marah (2012-12, 2015-12)
謝る;あやまる;minta maaf (2012-12, 2015-12, 2016-12, 2019-7, 2022-7)
奪う;うばう;membawa pergi (2012-12)
打つ;うつ;memukul (2012-12)
そっと;そっと;dengan tenang,lembut=静か/しずか (2012-12, 2016-7, 2017-7, 2018-12, 2021-12, 2023-12)
団体;だんたい;grup (2012-12, 2018-7, 2020-12)
建設;けんせつ;konstruksi (2012-12, 2013-7, 2018-12)
行き先;いきさき;tujuan (2012-12, 2023-12)
外出;がいしゅつ;keluar (2012-12, 2020-12)
注い;そそい;menuangkan (2012-12, 2018-12)
近道;ちかみち;shortcut (2012-12)
運休;うんきゅう;penangguhan (2013-7, 2021-7)
渋滞;じゅうたい;macet (2013-7, 2015-12, 2018-7, 2021-7, 2023-7)
貧しい;まずしい;miskin (2013-7, 2022-7, 2023-7)
缶;かん;kaleng (2013-7, 2015-12)
宣伝;せんでん;iklan,propaganda (2013-7, 2016-12)
噂;うわさ;isu,gosip,rumor (2013-7, 2016-12, 2017-12)
講演会;こうえんかい;kuliah (2013-7, 2014-12, 2015-12, 2016-7, 2018-7)
主婦;しゅふ;ibu rumah tangga (2013-7)
主に;おもに;terutama (2013-7, 2023-12)
重要;じゅうよう;penting (2013-7)
退屈;たいくつ;bosan (2013-7, 2018-7, 2021-12)
ずいぶん;ずいぶん;sangat (2013-7, 2017-12, 2019-7)
きっとり;きっとり;pasti (2013-7)
締める;しめる;mengencangkan (2013-7)
身に付ける;みにつける;memakai (2013-7, 2017-12, 2021-7)
尊敬;そんけい;hormat (2013-7)
発生;はっせい;kejadian (2013-7, 2017-12, 2019-7, 2022-12)
洗剤;せんざい;deterjen (2013-7)
混ぜる;まぜる;mencampur (2013-7, 2023-12)
ぱらぱら;ぱらぱら;jatuh rintik-rintik,membalik halaman buku (2013-7)
だるい;だるい;lelah,capek (2013-7, 2013-12, 2019-12, 2021-12, 2023-12)
経済;けいざい;ekonomi (2013-12, 2018-12)
消費;しょうひ;konsumsi (2013-12, 2016-7)
支出;ししゅつ;pengeluaran,ekspenses (2013-12, 2022-12)
溺れる;おぼれる;tenggelam (karena kecelakaan) (2013-12, 2016-12)
資源;しげん;sumber (2013-12, 2014-7, 2016-7, 2016-12, 2018-7, 2021-7, 2022-7)
区切れ;くぎれ;memisahkan (2013-12)
引き受ける;ひきうける;melakukan,take over (2013-12, 2020-12, 2017-7, 2017-12, 2020-12)
引き出す;ひきだす;menarik (2013-12)
引っ張る;ひっぱる;menarik (2013-12, 2017-7)
引っ掛ける;ひっかける;mengaitkan (2013-12)
自慢;じまん;bangga (2013-12)
賛成;さんせい;approval (2013-12, 2022-12)
玄関;げんかん;bagian depan (2013-12, 2018-12, 2019-12)
贈る;おくる;memberi hadiah (2013-12, 2014-7)
進歩;しんぽ;progres,kemajuan (2013-12, 2018-12, 2023-7)
畑;はたけ;bidang,petak (2013-12, 2020-12)
成績;せいせき;nilai (2013-12, 2017-12, 2021-7)
余る;あまる;tersisa (2013-12, 2016-12, 2018-7)
締切;しめきり;deadline,tenggat waktu (2013-12, 2015-12, 2019-1, 2022-7)
引っ越し;ひっこし;pindah (2013-12, 2016-12, 2021-7)
お辞儀;おじぎ;membungkuk (2013-12)
お見舞い;おみまい;menjenguk (2014-7, 2019-12)
具体;ぐたい;konkret (2014-7, 2018-12)
基礎;きそ;foundation,basis (2014-7)
栄養;えいよう;nutrisi (2014-7, 2015-7, 2017-12, 2020-12, 2021-7, 2022-7)
感覚;かんかく;perasaan (2014-7, 2020-12, 2023-12)
意識;いしき;kesadaran (2014-7, 2020-12)
遠慮;えんりょ;sungkan (2014-7)
感激;かんげき;terkesan (2014-7, 2018-12, 2023-12)
飽きる;あきる;bosan (2014-7, 2022-12)
嫌い;きらい;benci (2014-7)
諦める;あきらめる;menyerah (2014-7)
怖い;こわい;takut (2014-7, 2019-7)
慌てる;あわてる;panik,buru-buru (2014-7, 2017-7, 2018-12)
坂;さか;lereng (2014-7)
効く;きく;efektif (2014-7)
発展;はってん;perkembangan,development (2014-7, 2017-12, 2018-12, 2022-12)
久しぶり;ひさしぶり;lama tidak bertemu (2014-7, 2021-7)
怒鳴る;どなる;berteriak,menangis (2014-7, 2017-12, 2022-12, 2023-7)
期限;きげん;batas,limit (2014-7, 2018-7, 2023-7)
曇り;くもり;berawan (2014-7)
雷;かみなり;petir,halilintar (2014-7)
驚く;おどろく;kaget (2014-12, 2016-12, 2019-12, 2022-7)
底;そこ;bottom,dasar (2014-12, 2017-7)
合計;ごうけい;total (2014-12, 2019-12)
全体;ぜんたい;umum (2014-12)
間隔;かんかく;interval (2014-12, 2015-7, 2016-12, 2019-7)
癖;くせ;habit,kebiasaan (2014-12)
溜まる;たまる;menumpuk,mengumpulkan (2014-12)
縮小;しゅくしょう;shrink,pengurangan (2014-12, 2018-12)
頑張ります;がんばります;semangat (2014-12)
列車;れっしゃ;kereta (2014-12, 2018-7)
話し合い;はなしあい;diskusi (2014-12)
時差;じさ;perbedaan waktu (2015-7)
けち;けち;pelit (2015-7)
喧嘩;けんか;berkelahi (2015-7)
実用;じつよう;praktis (2015-7)
効果的;こうかてき;efektif (2015-7)
埋める;うめる;mengubur (2015-7, 2018-12, 2020-12)
隠す;かくす;menyembunyikan (2015-7)
割合;わりあい;persentase (2015-7, 2017-7)
見物;けんぶつ;tamasya (2015-7, 2015-12)
手段;しゅだん;way (2015-7, 2018-12)
次第;しだい;depending on (2015-7)
針;はり;jarum (2015-7)
大家;おおや;landlord (2015-7)
財布;さいふ;dompet (2015-7)
発売;はつばい;release (2015-7)
絵の具;えのぐ;paints,cat (2015-7)
絞る;しぼる;memeras (2015-12, 2018-7)
戦う;たたかう;bertarung (2015-12)
踏む;ふむ;menginjak (2015-12)
建築;けんちく;arsitektur (2015-12)
好物;こうぶつ;favorit (2015-12)
趣味;しゅみ;hobi (2015-12)
香り;かおり;aroma (2015-12)
演奏;えんそう;performance (2015-12)
防ぐ;ふせぐ;mencegah (2015-12, 2023-12)
靴;くつ;sepatu (2015-12, 2020-12)
相変わらず;あいかわらず;tidak berubah (2015-12)
親しい;したしい;hubungan dekat (2015-12, 2019-7, 2021-7, 2023-7)
寂しい;さびしい;kesepian (2015-12, 2016-7)
鍋;なべ;panci (2015-12, 2016-12)
証明;しょうめい;bukti (2016-7)
流行;りゅうこう;tren,kecenderungan (2016-7)
おしい;おしい;tipis,close(misal skor pertandingan) (2016-7)
尋ねる;たずねる;bertanya (2016-7, 2021-7)
飾る;かざる;menghias (2016-7, 2018-12)
延期;えんき;postponed,ditunda (2016-7, 2018-12, 2021-7)
似合う;にあう;cocok (2016-7)
状態;じょうたい;situasi,state,condition (2016-7)
佐藤;さとう;gula (2016-7)
特長;とくちょう;keahlian (2016-12)
親戚;しんせき;relatives,kerabat (2016-12, 2022-12)
通し;とおし;melalui (2016-12)
越え;こえ;melampaui (2016-12)
従う;したがう;follow/accompany (2016-12)
許す;ゆるす;memaafkan (2016-12)
様子;ようす;state,aspect (2016-12, 2017-12)
姿勢;しせい;postur (2016-12)
繰り返す;くりかえす;mengulang (2016-12)
気にする;きにする;peduli (2016-12)
ふるさと;ふるさと;hometown (2016-12)
作物;さくもつ;sayur-sayuran,crops (2016-12)
農業;のうぎょう;agrikultur (2016-12, 2017-12)
倒れる;たおれる;rubuh (2016-12, 2017-12)
当然;とうぜん;tentu saja=もちろん (2016-12, 2022-12)
沸騰;ふっとう;boiling (2016-12, 2018-12)
慰める;なぐさめる;kenyamanan (2016-12)
区別;くべつ;perbedaan,differentiation (2017-7, 2018-7, 2020-12)
比較;ひかく;perbandingan (2017-7, 2020-12)
掃く;はく;menyapu (2017-7)
拭く;ふく;mengelap (2017-7)
撫でる;なでる;membelai (2017-7, 2022-7)
最上;さいじょう;best (2017-7)
身近;みぢか;familiar (2017-7)
確実;かくじつ;kepastian (2017-7)
とんとん;とんとん;ketukan (2017-7, 2019-7, 2022-7)
絶対;ぜったい;pasti (2017-7, 2018-7, 2021-7, 2021-12)
おしまい;おしまい;akhir (2017-7, 2021-7)
成功;せいこう;sukses (2017-7, 2020-12)
車道;しゃどう;jalan raya (2017-7)
特徴;とくちょう;fitur (2017-7)
頼る;たよる;rely,mengandalkan (2017-7)
滞在;たいざい;stay,tinggal (2017-7, 2017-12, 2020-12)
作家;さっか;writer,penulis (2017-7)
屋根;やね;atap (2017-12)
会場;かいじょう;pembukaan (2017-12)
進行;しんこう;kemajuan (2017-12, 2019-7)
列;れつ;row (2017-12)
眩しい;まぶしい;terang (2017-12, 2023-12)
苦労;くろう;susah payah (2017-12)
厳しい;きびしい;ketat,strict (2017-12)
怪しい;あやしい;mencurigakan (2017-12, 2022-7)
登場;とうじょう;penampilan (2017-12, 2019-12, 2020-12, 2022-12)
同席;どうせき;present, sit with (2017-12, 2019-12)
申請;しんせい;daftar (2017-12)
しみ;しみ;noda (2017-12)
かび;かび;cetakan (2017-12, 2023-12)
泡;あわ;busa (2017-12)
すっかり;すっかり;sama sekali (2017-12)
あらゆる;あらゆる;all (2017-12)
数枚;すうまい;beberapa (2017-12)
かなり;かなり;pretty,lumayan (2017-12)
学期;がっき;semester (2017-12)
知識;ちしき;knowledge,pengetahuan (2017-12, 2012-7)
同級生;どうきゅうせい;teman sekelas (2017-12, 2018-7, 2018-12)
中古;ちゅうこ;barang bekas,2nd hand (2017-12, 2021-12)
友情;ゆうじょう;persahabatan (2017-12)
商完;しょうかん;completed (2018-7)
経営;けいえい;manajemen (2018-7)
迷子;まいご;nyasar,ilang (2018-7)
駆ける;かける;lari (2018-7)
位;い;ranking (2018-12)
満点;まんてん;skor penuh (2018-12)
一流;いちりゅう;kedudukan tertinggi (2018-12)
人工的;じんこうてき;artificial (2018-12, 2023-12)
乾燥;かんそう;kering (2018-12)
中心地;ちゅうしんち;central location (2018-12)
出発;しゅっぱつ;keberangkatan (2018-12)
迷う;まよう;bingung (2018-12)
一応;いちおう;just in case (2018-12)
ようやく;ようやく;finally (2018-12)
堀;ほり;menggali (2018-12)
芸術;げいじゅつ;seni (2019-7)
うろうろ;うろうろ;berkeliaran (2019-7)
引き落とす;ひきおとす;withdraw,auto debit (2019-7)
言い直す;いいなおす;rephrase (2019-7)
投げ捨てる;なげすてる;throw it away (2019-7)
時期;じき;musim,waktu (2019-7)
済む;すむ;selesai (2019-7)
博物館;はくぶつかん;museum (2019-7)
互い;たがい;each other (2019-7)
かき混ぜる;かきまぜる;mengaduk (2019-7, 2022-12)
火災;かさい;kebakaran besar (2019-7)
避難;ひなん;evakuasi (2019-7, 2023-12)
訓練;くんれん;pelatihan,training (2019-7. 2021-7)
帽子;ぼうし;topi (2019-12)
宛先;あてさき;alamat (2019-12)
通訳;つうやく;interpretasi,menerjemahkan (2019-12)
褒める;ほめる;memuji (2019-12)
憎らしい;にくらしい;penuh kebencian (2019-12, 2023-7)
こんこん;こんこん;knock-knock (2019-12)
だぶだぶ;だぶだぶ;loose,kebesaran (2019-12, 2022-12)
ちかちか;ちかちか;kerlap kerlip (2019-12)
鍵;かぎ;kunci (2019-12, 2022-7)
歴史;れきし;sejarah (2019-12)
感謝;かんしゃ;ucapan terima kasih (2019-12)
居間;いま;living room (2019-12)
黙る;だまる;diam (2019-12, 2023-12)
中包;なかつつみ;inner bag (2019-12)
案外;あんがい;diluar dugaan (2020-12)
決心;けっしん;keputusan (2020-12)
物語;ものがたり;dongeng (2020-12)
入門;にゅうもん;pengenalan,introduction (2020-12)
履く;はく;memakai barang dari bawah (sepatu) (2020-12)
配達;はいたつ;delivery (2020-12, 2023-12)
司会;しかい;tuan rumah (2020-12)
あくび;あくび;menguap (2020-12, 2023-7)
くしゃみ;くしゃみ;bersin (2020-12)
せき;せき;batuk (2020-12)
しゃっくり;しゃっくり;cegukan (2020-12, 2023-7)
お小遣い;おこずかい;uang saku (2020-12)
お菓子;おかし;snacks (2020-12)
都会;とかい;kota besar (2020-12)
懐かしい;なつかしい;nostalgia (2020-12)
弾く;ひく;bermain piano,gitar (2020-12)
だらしない;だらしない;ceroboh (2021-7, 2023-7)
なさけない;なさけない;menyedihkan (2021-7)
愛用員;あいよういん;pengguna favorit (2021-7)
増加;ぞうか;increase,meningkatkan (2021-7)
集合;しゅうごう;set,mengatur,berkumpul (2021-7, 2021-12)
さらさら;さらさら;smooth,mulus (2021-7)
サボる;サボる;mengulur-ulur waktu, beristirahat (2021-7)
詰める;詰める;packing (2021-7, 2023-12)
お土産;おみやげ;oleh-oleh (2021-7)
切符;きっぷ;tiket (2021-7)
釣り;つり;mancing (2021-7)
応答;おうとう;response (2021-12)
発言;はつげん;komen (2021-12)
殴る;なぐる;memukul(kekerasan) (2021-12)
貧乏;びんぼう;miskin (2021-12)
無駄;むだ;sia-sia (2021-12, 2023-7)
土地;とち;tanah (2021-12)
番地;ばんち;alamat jalan (2021-12)
納得;なっとく;mengerti (2021-12, 2022-12, 2023-12)
仲良く;なかよく;hubungan baik (2021-12)
追い抜く;おいぬく;menyalip (lari,mobil) (2021-12)
見本;みほん;sample (2021-12)
喜ぶ;よろこぶ;senang (2022-7)
ずるい;ずるい;licik,tidak adil (2022-7)
ざあざあ;ざあざあ;suara hujan (2022-7)
偶然;ぐうぜん;kebetulan (2022-12)
騒ぐ;さわぐ;membuat kebisingan (2022-12)
揚げる;あげる;menggoreng (2022-12)
掲示;けいじ;papan buletin (2022-12)
ぐうぐう;ぐうぐう;ngorok (2022-12)
承知;しょうち;understood, bentuk sopan dari 分かります (2022-12, 2023-12)
響く;ひびく;bergema (2022-12)
追い越す;おいこす;menyusul (2022-12)
与える;あたえる;memberi (2022-12)
抱く;だく;merangkul (2022-12)
抽象;ちゅうしょう;abstrak (2022-12)
異常;いじょう;abnormal (2022-12)
仲間;なかま;rekan (2022-12)
平気;へいき;baik-baik saja=大丈夫 (2023-7)
完全;かんぜん;menyelesaikan (2023-7)
可能;かのう;possible,potential,kyknya bisa deh (2023-7)
平等;びょうどう;kesetaraan (2023-7)
日程;にってい;jadwal (2023-7)
指して;さして;menunjuk (2023-12)
扱う;あつかう;handle it (2023-12)
感心;かんしん;terkesan (2023-12)
消極的;しょうきょくてき;pasif (2023-12)
検査;けんさ;scan,inspection (2023-12)
解決;かいけつ;solusi (2023-12)
舌;した;lidah (2023-12)
齧り;かじり;menggigit (2023-12)
舐める;なめる;menjilat (2023-12)
噛む;かむ;menggigit/mengunyah (2023-12)
診療;しんりょう;perawatan medis,diagnosis (2023-12)
警察;けいさつ;polisi (2023-12)
事件;じけん;kejadian/peristiwa (2023-12)
深い;ふかい;dalam (2023-12)
担任;たんにん;wali kelas (2023-12)
生徒;せいと;murid (2023-12)
愚者;ぐしゃ;fool,bodoh (2023-12)
