Question;Answer;Description
変化;へんか;perubahan (2012-12 bagian soal, 2015-12)
示す;しめす;menunjukkan (2012-12)
外科;げか;(bagian)operasi (dirumah sakit) (2012-12)
笑顔;えがお;muka tertawa (2012-12)
以降;いこう;selanjutnya/setelah (2012-12)
横断;おうだん;menyebrang (2012-12)
合図;あいず;tanda,isyarat,sinyal (2012-12)
残業;ざんぎょう;lembur (2012-12 bagian soal, 2013-7)
帰宅;きたく;pulang ke rumah (2012-12, 2018-7)
辺り;あたり;sekitar (2012-12 bagian soal)
育てる;そだてる;mendidik,menumbuhkan (2012-12)
環境;かんきょう;lingkungan (2012-12 bagian soal)
記録;きろく;rekor, record (2012-12, 2016-7)
痛い;いたい;sakit(rasa sakit) (2012-12 bagian soal)
歯;は;gigi (2012-12)
難しい;むずかしい;sulit (2012-12 bagian soal)
結ぶ;むすぶ;mengikat (2012-12)
復習;ふくしゅう;belajar mengulang (2012-12)
苦しい;くるしい;menyakitkan, derita (2013-7)
出張;しゅっちょう;perjalanan bisnis (2013-7)
席;せき;kursi (2013-7)
根;ね;akar (2013-7)
事情;じじょう;alasan,kondisi (2013-7)
面接;めんせつ;wawancara (2013-7 bagian soal)
結果;けっか;hasil (2013-7 bagian soal)
通知;つうち;pemberitahuan (2013-7)
選手;せんしゅ;atlet (2013-7)
実力;じつりょく;kemampuan sesungguhnya (2013-7)
信じる;しんじる;percaya (2013-7)
遅い;おそい;lambat, lama, larut (2013-7, 2019-7)
生産;せいさん;menghasilkan,memproduksi (2013-7 bagian soal)
容器;ようき;wadah (2013-7)
疲れる;つかれる;capek,lelah (2013-7, 2018-7)
重ねて;かさねて;tumpang tindih (2013-7)
棚;たな;rak (2013-7 bagian soal)
生える;はえる;tumbuh (gigi, jenggot) (2013-12)
草;くさ;rumput (2013-12 bagian soal)
咲く;さく;mekar (2013-12 bagian soal)
各地;かくち;berbagai tempat (2013-12)
貯金;ちょきん;menabung (2013-12)
隣;となり;samping (2013-12 bagian soal)
お宅;おたく;rumah(kamu) (2013-12 bagian soal)
留守;るす;tidak di rumah (2013-12)
浅い;あさい;dangkal (2013-12, 2019-7)
文章;ぶんしょう;kalimat (2013-12, 2019-7 bagian soal)
改札口;かいさつぐち;gate keluar-masuk stasiun (2013-12, 2018-12)
彼女;かのじょ;dia(perempuan),pacar(perempuan) (2013-12 bagian soal)
笑う;わらう;tertawa (2013-12)
輸出;ゆしゅつ;ekspor (2013-12 bagian soal, 2016-12)
量;りょう;jumlah,banyaknya (2013-12 bagian soal)
〜倍;〜ばい/ばい;...kali lipat (2013-12)
停電;ていでん;mati listrik (2013-12, 2019-7)
独身;どくしん;single (2013-12)
貸す;かす;meminjamkan (2013-12)
猫;ねこ;kucing (2013-12 bagian soal)
触る;さわる;menyentuh, mengetuk (2013-12 bagian soal)
逃げる;にげる;kabur (2013-12, 2016-7)
昔;むかし;masa lalu (2014-7 bagian soal)
盛ん;さかん;populer/makmur (2014-7 bagian soal)
商業;しょうぎょう;bisnis,perdagangan,commerce (2014-7)
覚える;おぼえる;menghafal, mengingat (2014-7)
広告;こうこく;iklan (2014-7)
相手;あいて;lawan(lawan bicara, lawan bermain) (2014-7)
大会;たいかい;turnamen (2014-7)
花瓶;かびん;vas bunga (2014-7 bagian soal)
割れる;われる;pecah (2014-7)
集中;しゅうちゅう;konsentrasi (2014-7)
食器;しょっき;peralatan makan (2014-7)
壁;かべ;dinding (2014-7 bagian soal)
消す;けす;menghapus,mematikan (2014-7)
風邪;かぜ;masuk angin (2014-7 bagian soal)
欠席;けっせき;tidak hadir (2014-7)
細かい;こまかい;terperinci,kecil (2014-7)
若い;わかい;muda (2014-7, 2019-12)
複数;ふくすう;multiple,banyak (2014-7)
減少;げんしょう;mengurangi (2014-7)
横;よこ;samping (2014-12)
美しい;うつくしい;cantik,mempesona (2014-12 bagian soal, 2015-7)
自然;しぜん;alam (2014-12)
替える;かえる;replace,mengubah,mengganti (2014-12)
技術;ぎじゅつ;teknologi (2014-12 bagian soal)
一般的;いっぱんてき;secara umum/general/common (2014-12, 2019-12)
厚い;あつい;tebal (2014-12, 2018-12)
呼吸;こきゅう;pernafasan (2014-12)
駐車場;ちゅうしゃじょう;tempat parkir (2014-12)
移る;うつる;pindah (2014-12)
温泉;おんせん;onsen (2014-12)
雑誌;ざっし;majalah (2014-12)
恋しい;こいしい;rindu (benda) (2014-12, 2018-7)
仮定;かてい;asumsi,anggapan (2014-12)
曲;きょく;lagu (2015-7)
想像;そうぞう;imajinasi,imagination (2015-7)
汚れる;よごれる;kotor (2015-7)
傘;かさ;payung (2015-7 bagian soal)
朝食;ちょうしょく;sarapan (2015-7)
首;くび;leher (2015-7)
経営;けいえい;manajemen (2015-7)
分類;ぶんるい;klasifikasi (2015-7)
干す;ほす;mengeringkan,menjemur(Pakaian) (2015-7)
正解;せいかい;jawaban yang benar (2015-7)
投げる;なげる;melempar (2015-7)
故障;こしょう;rusak(mesin) (2015-7 bagian soal)
原因;げんいん;penyebab (2015-7)
勤める;つとめる;bekerja (2015-7)
規則;きそく;regulasi,aturan (2015-7)
病院;びょういん;rumah sakit (2015-12 bagian soal)
血液型;けつえきがた;golongan darah (2015-12)
湖;みずうみ;danau (2015-12)
飛ぶ;とぶ;terbang (2015-12 bagian soal, 2017-12)
伝える;つたえる;menyampaikan (2015-12)
荷物;にもつ;barang (2015-12)
平均;へいきん;rata-rata (2015-12)
支給;しきゅう; (2015-12)
楽器;がっき;alat musik (2015-12)
携帯電話;けいたいでんわ;handphone (2015-12 bagian soal)
借りる;かりる;meminjam (2015-12)
欠点;けってん;kelemahan,kekurangan (2015-12)
橋;はし;jembatan (2015-12 bagian soal)
緑;みどり;hijau (2015-12)
線;せん;garis (2015-12 bagian soal, 2019-7)
幸せな;しあわせな;bahagia (2015-12 bagian soal)
願う;ねがう;memohon (2015-12, 2019-12 bagian soal)
丸い;まるい;lingkaran (2016-7)
個人;こじん;individu(sendiri) (2016-7)
方向;ほうこう;arah (2016-7)
申し込み;もうしこみ;apply,pendaftaran (2016-7)
測る;はかる;mengukur (2016-7)
独立;どくりつ;kemerdekaan (2016-7)
落とす;おとす;menjatuhkan (2016-7)
減らす;へらす;mengurangi (2016-7 bagian soal)
捕まえる;つかまえる;menangkap (2016-7 bagian soal)
数学;すうがく;matematika (2016-7 bagian soal)
焼く;やく;membakar, manggang (2016-7)
回る;まわる;pergi berkeliling,berputar (2016-7, 2017-12)
内容;ないよう;isi,konten(abstrak) (2016-7 bagian soal)
乗車;じょうしゃ;naik kereta (2016-7)
順番;じゅんばん;urutan (2016-7 bagian soal)
会場;かいじょう;acara,event (2016-12 bagian soal)
大勢の;おおぜいの;kerumunan (2016-12 bagian soal)
観客;かんきゃく;penonton,audience (2016-12)
払う;はらう;membayar (2016-12)
到着;とうちゃく;tiba (2016-12)
加える;くわえる;menambahkan (2016-12)
訓練;くんれん;training,pelatihan (2016-12)
豆;まめ;kacang polong (2016-12)
共通;きょうつう;common,umum (2016-12)
税金;ぜいきん;pajak (2016-12)
波;なみ;ombak (2016-12)
速い;はやい;cepat(speed) (2016-12)
満足;まんぞく;puas (2016-12)
組む;くむ;menyatukan (2016-12)
腕;うで;lengan (2016-12)
主;ぬし;principal,kepala,main (2016-12 bagian soal)
眠い;ねむい;mengantuk (2016-12)
汚い;きたない;kotor (2017-7)
傷;きず;goresan,luka (2017-7 bagian soal)
確認;かくにん;konfirmasi (2017-7 bagian soal)
商品;しょうひん;barang dagangan (2017-7)
冷える;ひえる;dingin(turun dari suhu asal) (2017-7)
調子;ちょうし;keadaan,kondisi (2017-7 bagian soal)
早退;そうたい;pulang lebih awal (2017-7)
下線;かせん;menggarisbawahi (2017-7)
転ぶ;ころぶ;jatuh (2017-7)
講義;こうぎ;lecture,kuliah (2017-7 bagian soal)
主要;しゅよう;major,jurusan (2017-7)
給料;きゅうりょう;gaji (2017-7 bagian soal)
経由;けいゆ;via,melalui (2017-7)
期待;きたい;ekspektasi (2017-7)
頭痛;ずつう;sakit kepala (2017-7)
葉;は;daun (2017-7)
預ける;あずける;menitipkan (2017-7)
部長;ぶちょう;manager (general) (2017-12 bagian soal)
直接;ちょくせつ;langsung (2017-12)
燃える;もえる;terbakar (2017-12)
位置;いち;posisi (2017-12)
計算;けいさん;menjumlahkan (2017-12)
禁煙;きんえん;dilarang merokok (2017-12)
結ぶ;むすぶ;mengikat (2017-12)
手術;しゅじゅつ;operasi(kedokteran) (2017-12)
目標;もくひょう;goal,target (2017-12 bagian soal)
秒;びょう;detik (2017-12)
遠い;とおい;jauh (2017-12 bagian soal)
坂道;さかみち;tanjakan (2017-12)
違う;ちがう;berbeda, salah (2017-12)
関係;かんけい;hubungan (2017-12)
教師;きょうし;pengajar (2017-12)
塩;しお;garam (2018-7)
命令;めいれい;command,memerintah (2018-7)
休日;きゅうじつ;hari libur (2018-7)
部分;ぶぶん;bagian (2018-7)
疑う;うたがう;ragu (2018-7)
泣く;なく;menangis (2018-7)
複雑;ふくざつ;kompleks,ribet,rumit (2018-7)
背中;せなか;punggung (2018-7 bagian soal)
当たり;あたり;terkena (2018-7)
右折;うせつ;belok kanan (2018-7)
息子;むすこ;anak laki-laki (2018-12 bagian soal)
留学;りゅうがく;belajar di luar negeri (2018-12 bagian soal)
確か;たしか;pasti/benar (2018-12)
遊ぶ;あそぶ;bermain (2018-12)
制服;せいふく;seragam (2018-12)
換える;かえる;mengganti,menukar (2018-12)
血圧;けつあつ; (2018-12)
続き;つづき;kelanjutan (2018-12)
熱心;ねっしん;giat,sungguh-sungguh (2018-12)
退院;たいいん;keluar rumah sakit (2018-12)
出勤;しゅっきん;hadir di tempat kerja (2018-12)
調査;ちょうさ;investigasi (2019-7)
郵便;ゆうびん;pos (2019-7)
届きます;とどきます;terkirim,delivered (2019-7 bagian soal)
腰;こし;pinggang (2019-7)
塗る;ぬる;oles (2019-7 bagian soal)
方角;ほうがく;arah,direction,way (2019-7)
見学;けんがく;observasi(visit study) (2019-7 bagian soal)
昼食;ちゅうしょく;makan siang (2019-7)
最初;さいしょ;paling awal,awalnya (2019-7)
訳す;やくす;menerjemahkan (2019-7)
家具;かぐ;furniture,mebel (2019-7)
内側;うちがわ;sisi dalam (2019-7)
予約;よやく;reservasi,booking (2019-12)
上品;じょうひん;anggun,elegan (2019-12)
助ける;たすける;menolong (2019-12)
未来;みらい;masa depan (2019-12)
考える;かんがえる;berpikir (2019-12 bagian soal)
各駅;かくえき;setiap stasiun (2019-12)
勝つ;かつ;menang (2019-12)
印象;いんしょう;kesan,impression (2019-12)
理由;りゆう;alasan (2019-12)
記念;きねん;peringatan(perayaan,kelulusan) (2019-12)
方法;ほうほう;cara,metode (2019-12)
必ず;かならず;pasti (2019-12)
効果;こうか;efektivitas (2019-12 bagian soal)
現れる;あらわれる;muncul (2019-12)
