Question;Answer;Description
地理;ちり;geografi
無理な;むりな;mustahil
理由;りゆう;alasan
肉;にく;daging
牛肉;ぎゅうにく;daging sapi
肉屋;にくや;tukang daging
筋肉;きんにく;otot
鳥;とり;burung
小鳥;ことり;burung kecil
白鳥;はくちょう;angsa
野原;のはら;medan,dataran,padang,bidang
野鳥;やちょう;burung liar
分野;ぶんや;bidang(ilmu)
野菜;やさい;sayuran
菜食;さいしょく;diet vegetarian
青菜;あおな;Sayuran hijau
お茶;おちゃ;teh
喫茶店;きっさてん;kafe
紅茶;こうちゃ;teh hitam
ご飯;ごはん;nasi
夕飯;ゆうはん;makan malam
昼飯;ひるめし;makan siang
味;あじ;rasa
意味;いみ;makna,arti
趣味;しゅみ;hobi
興味;きょうみ;minat
代わる;かわる;menggantikan,bergantian
代わりに;かわりに;sebagai pengganti
使う;つかう;menggunakan
大使館;たいしかん;kedutaan besar
使用中;しようちゅう;yang dipakai
作る;つくる;membuat
作文;さくぶん;karangan
作家;さっか;penulis(misal penulis)
作業;さぎょう;operasi(pekerjaan)
文化;ぶんか;budaya
化学;かがく;kimia
映画化;えいがか;adaptasi film
信じる;しんじる;meyakini,mempercayai
信号;しんごう;lampu lalu lintas
自信;じしん;percaya diri
通信;つうしん;komunikasi(seperti dalam jaringan komunikasi)
進む;すすむ;maju
先進国;せんしんこく;negara maju
送る;おくる;mengirim
送金;そうきん;transfer uang
放送する;ほうそうする;menyiarkan
送信;そうしん;mengirim(email)
返す;かえす;kembali,mengembalikan
返事;へんじ;membalas,menjawab
返信;へんしん;membalas(email)
くり返る;くりかえす;mengulang
洗う;あらう;mencuci
手洗い;てあらい;cuci tangan
お手洗い;おてあらい;toilet
洗濯;せんたく;mencuci(baju)
注意;ちゅうい;memperingatkan
注文;ちゅうもん;memesan
注射;ちゅうしゃ;suntikan
運動場;うんどうじょう;playground
建てる;たてる;membangun
建物;たてもの;bangunan
建築;けんちく;arsitektur,konstruksi
物;もの;barang
買い物;かいもの;belanja
動物;どうぶつ;hewan
荷物;にもつ;barang(bagasi)
入院する;にゅういんする;masuk rumah sakit
大学院;だいがくいん;jenjang S2,S3
美術館;びじゅつかん;museum seni
食堂;しょくどう;kantin
講堂;こうどう;ruang auditorium
教室;きょうしつ;ruang kelas
地下室;ちかしつ;basement
待合室;まちあいしつ;ruang tunggu
事務室;じむしつ;ruang kantor
工場;こうじょう;pabrik
工事;こうじ;pengerjaan(konstruksi)
工業;こうぎょう;industri
工作;こうさく;kerajinan tangan
図;ず;figur,gambar
図書館;としょかん;perpustakaan
合図;あいず;tanda,isyarat,sinya
電話番号;でんわばんごう;nomor telepon
１０２号室;１０２ごうしつ;kamar nomor 102
号令;ごうれい;memerintah
交通;こうつう;lalu lintas
交差点;こうさてん;persimpangan
交番;こうばん;pos polisi
交代;こうたい;penggantian
通る;とおる;lewat
通う;かよう;pulang-pergi
通学;つうがく;pulang-pergi ke sekolah
動く;うごく;bergerak
運動;うんどう;olahraga
自動車;じどうしゃ;kendaraan,mobil otomatis
乗る;のる;naik
タクシー乗り場;タクシーのりば/のりば;halte taksi
乗車券;じょうしゃけん;tiket,karcis
降りる;おりる;turun
降る;ふる;turun(hujan,salju)
乗り降り;のりおり;naik dan turun
降雨量;こううりょう;curah hujan
運ぶ;はこぶ;membawa
運がいい;うんがいい;beruntung
運賃;うんちん;tarif perjalanan
運転;うんてん;menyetir
自転車;じてんしゃ;sepeda
回転;かいてん;berputar
転勤;てんきん;transfer kerja
帰る;かえる;pulang
帰国する;きこくする;pulang ke negara
お帰りなさい;おかえりなさい;selamat datang(di rumah)
出発;しゅっぱつ;berangkat
発見;はっけん;penemuan(yang sudah ada sebelumnya)
発明;はつめい;penemuan(baru, belum ada)
発車;はっしゃ;keberangkatan kereta
着る;きる;memakai(baju)
着く;つく;tiba, sampai
着物;きもの;kimono
着信;ちゃくしん;email masuk
漢字;かんじ;kanji
漢方薬;かんぽうやく;obat herbal Cina
字;じ;huruf
活字;かつじ;jenis percetakan
習字;しゅうじ;kaligrafi
文;ぶん;kalimat
文学;ぶんがく/もじ;literatur/karakter,huruf
教える;おしえる;mengajar
教会;きょうかい;gereja
習う;ならう;belajar(dari orang lain)
練習;れんしゅう;latihan
復習;ふくしゅう;belajar mengulang(mereview)
習慣;しゅうかん;kebiasaan
英語;えいご;bahasa inggris
英国;えいこく;Inggris
英雄;えいゆう;pahlawan
考える;かんがえる;berpikir
考古学;こうこがく;arkeologi
参考書;さんこうしょ;buku referensi
研究;けんきゅう;penelitian
研究者;けんきゅうしゃ;peneliti
研究室;けんきゅうしつ;ruang penelitian
問;とい;pertanyaan
問題;もんだい;soal,masalah
質問する;しつもんする;bertanya
題名;だいめい;judul
宿題;しゅくだい;pekerjaan rumah(PR)
話題;わだい;topik,tema
試合;しあい;pertandingan
試験;しけん;ujian
入試;にゅうし;ujian masuk
試す;ためす;mencoba
実験;じっけん;percobaan
経験;けいけん;pengalaman
受験する;じゅけんする;mengambil ujian
品質;ひんしつ;kualitas
間に合う;まにあう;keburu
場合;ばあい;kasus
答える;こたえる;menjawab
答え;こたえ;jawaban
解答;かいとう;menjawab
子供用;こどもよう;untuk anak kecil
紙;かみ;kertas
手紙;てがみ;surat
コピー用紙;コピーようし/ようし;kertas fotokopi
新聞紙;しんぶんし;selembar koran
用意;ようい;persiapan
意見;いけん;pendapat
引く;ひく;menarik
引き出し;ひきだし;laci
引力;いんりょく;gravitasi
開ける;あける;membuka
開く;あく/ひらく;membuka,terbuka
開店;かいてん;pembukaan toko
閉める;しめる;menutup
閉じる;とじる;menutup
閉館する;へいかんする;menutup fasilitas
閉会式;へいかいしき;sesi penutupan
去年;きょねん;tahun lalu
過去;かこ;masa lalu
消去;しょうきょ;menghapus
死ぬ;しぬ;mati
死者;ししゃ;orang mati
急死;きゅうし;kematian mendadak
病死;びょうし;mati karena penyaki
集める;あつめる;mengumpulkan
集まる;あつまる;berkumpul
文集;ぶんしゅう;kumpulan teks
集合する;しゅうごうする;berkumpul bersama
知る;しる;tahu,kenal
知り合い;しりあい;kenalan
通知;つうち;pemberitahuan
知識;ちしき;pengetahuan
売る;うる;menjual
売店;ばいてん;stan(warung)
売り場;うりば;tempat penjualan
自動販売機;じどうはんばいき;mesin penjual otomatis
小説;しょうせつ;novel
思う;おもう;memikirkan
思い出す;おもいだす;mengingat,teringat
思い出;おもいで;ingatan
思想;しそう;pikiran
